Time,Size,Label
0.0,884,7
0.03163623809814453,3317,7
0.05256462097167969,692,0
0.09645938873291016,4261,7
0.12891840934753418,692,0
0.15170574188232422,5205,3
0.17206501960754395,692,0
0.23026156425476074,8021,3
0.23456239700317383,692,0
0.27721357345581055,7077,3
0.29723095893859863,692,0
0.3508477210998535,692,0
0.39521288871765137,11222,5
0.4156911373138428,692,0
0.4573023319244385,9525,5
0.4803152084350586,692,0
0.5151488780975342,11414,5
0.5371816158294678,692,0
0.5765585899353027,11590,5
0.5994575023651123,692,0
0.6378235816955566,10278,5
0.6568894386291504,692,0
0.6912462711334229,9157,3
0.7119605541229248,692,0
0.7561333179473877,8213,3
0.7761383056640625,692,0
0.8137972354888916,7461,3
0.8396642208099365,692,0
0.8779804706573486,8021,3
0.8961126804351807,692,0
0.9514729976654053,692,0
0.9944605827331543,7829,3
1.0146450996398926,692,0
1.0567138195037842,6709,3
1.0801806449890137,692,0
1.1208305358886719,7653,3
1.1585149765014648,692,0
1.1737902164459229,5765,3
1.1945223808288574,692,0
1.2485051155090332,8405,3
1.2522518634796143,1165,7
1.2591784000396729,692,0
1.2939839363098145,5397,3
1.3137798309326172,692,0
1.3775219917297363,7269,3
1.37758469581604,29,7
1.3775920867919922,692,0
1.4159650802612305,5573,3
1.4369111061096191,692,0
1.4804556369781494,9909,5
1.4904961585998535,692,0
1.5521552562713623,692,0
1.593937635421753,7461,3
1.6145691871643066,692,0
1.6564040184020996,4645,7
1.676647424697876,692,0
1.7130517959594727,5957,3
1.7351117134094238,692,0
1.7752413749694824,5397,3
1.7972807884216309,692,0
1.8338005542755127,6149,3
1.8643064498901367,692,0
1.8965508937835693,5765,3
1.919814109802246,692,0
1.9631223678588867,18182,5
1.974531650543213,692,0
2.023388147354126,5205,3
2.0363223552703857,692,0
2.0803446769714355,5957,3
2.0946390628814697,692,0
2.1814124584198,692,0
2.200507879257202,8773,3
2.2105600833892822,692,0
2.2529447078704834,5013,7
2.2792718410491943,692,0
2.3128931522369385,8213,3
2.336331605911255,692,0
2.3753445148468018,7077,3
2.404649257659912,692,0
2.436854839324951,6901,3
2.4561333656311035,692,0
2.500746011734009,7269,3
2.513942003250122,692,0
2.556189775466919,6709,3
2.576721429824829,692,0
2.6126081943511963,6901,3
2.6361725330352783,692,0
2.67488169670105,7653,3
2.6955718994140625,692,0
2.7590599060058594,692,0
2.795217514038086,12534,5
2.816188335418701,692,0
2.8551032543182373,7829,3
2.8948631286621094,692,0
2.9130992889404297,8773,3
2.9343795776367188,692,0
2.9773404598236084,7653,3
2.9925460815429688,413,7
2.998645067214966,692,0
3.031299591064453,7829,3
3.0565714836120605,692,0
3.0948145389556885,6901,3
3.1161513328552246,692,0
3.1548638343811035,7077,3
3.1742563247680664,692,0
3.2205657958984375,8021,3
3.2304282188415527,692,0
3.2799954414367676,9333,5
3.2985951900482178,692,0
3.351801633834839,692,0
3.404299736022949,11030,5
3.4159889221191406,692,0
3.45805025100708,6325,3
3.477654218673706,692,0
3.5159337520599365,6901,3
3.537482261657715,692,0
3.572939872741699,7653,3
3.604999303817749,692,0
3.6370110511779785,7269,3
3.65877366065979,692,0
3.7097909450531006,8021,3
3.7124555110931396,781,7
3.715864896774292,692,0
3.751264810562134,8773,3
3.7711150646209717,692,0
3.817074775695801,9157,3
3.837876558303833,692,0
3.8742170333862305,9333,5
3.8936429023742676,692,0
3.9552624225616455,692,0
3.9992806911468506,29210,5
4.0501837730407715,6517,3
4.070417881011963,692,0
4.121945142745972,6517,3
4.135812997817993,692,0
4.178299903869629,7653,3
4.198994398117065,692,0
4.235037565231323,6901,3
4.254763126373291,692,0
4.296915292739868,5765,3
4.31936502456665,692,0
4.352853298187256,7269,3
4.373764276504517,692,0
4.436299800872803,7461,3
4.436578989028931,221,7
4.436739683151245,692,0
4.480157375335693,7829,3
4.490245819091797,692,0
4.553311824798584,692,0
4.596953392028809,11590,5
4.63000226020813,692,0
4.653421878814697,8021,3
4.675401449203491,692,0
4.736305236816406,7829,3
4.7365193367004395,589,7
4.740729331970215,692,0
4.772254228591919,6325,3
4.793163061141968,692,0
4.834141492843628,7269,3
4.854894638061523,692,0
4.897441387176514,8965,3
4.919130325317383,692,0
4.953574180603027,10278,5
4.9733874797821045,692,0
5.016955852508545,10085,5
5.038311958312988,692,0
5.072186231613159,8581,3
5.092642784118652,692,0
5.156193733215332,692,0
5.197558164596558,7077,3
5.219385623931885,692,0
5.252127408981323,4821,7
5.275501728057861,692,0
5.3193604946136475,8213,3
5.350292205810547,692,0
5.372471570968628,9333,5
5.396581172943115,692,0
5.43315315246582,8213,3
5.454395532608032,692,0
5.497582197189331,7077,3
5.520466089248657,692,0
5.552496910095215,6517,3
